"","religionno","religionyes","degreeyes","countryNorway","countrySweden","countryUSA","gendermale","age_sc","y"
"81",0,1,0,0,0,1,0,-0.528515341298965,3
"82",1,0,0,0,0,1,0,-1.58074430178273,3
"83",1,0,1,0,0,1,1,-0.996172657069528,3
"84",1,0,0,0,0,1,0,-0.294686683413684,3
"85",1,0,0,0,0,1,1,-0.586972505770286,3
"86",0,1,0,0,0,1,0,0.640627948127441,3
"87",0,1,0,0,0,1,1,1.98514273096781,3
"88",0,1,0,0,0,1,1,1.63439974413989,3
"89",1,0,0,0,0,1,0,0.874456606012722,1
"90",0,1,1,0,0,1,1,-0.470058176827645,3
"91",0,1,0,0,0,1,0,-0.353143847885005,3
"92",0,1,0,0,0,1,0,1.04982809942668,3
"93",0,1,1,0,0,1,0,1.63439974413989,1
"94",1,0,1,0,0,1,1,0.58217078365612,1
"95",1,0,1,0,0,1,1,-0.177772354471044,3
"96",0,1,0,0,0,1,1,0.231427796828199,1
"97",0,1,0,0,0,1,1,0.932913770484042,1
"98",0,1,0,0,0,1,0,0.815999441541402,1
"99",0,1,0,0,0,1,0,-1.17154415048349,2
"100",0,1,0,0,0,1,1,-1.58074430178273,1
"101",1,0,0,0,0,1,0,0.757542277070081,2
"102",0,1,0,0,0,1,0,-0.294686683413684,1
"103",0,1,1,0,0,1,1,-0.294686683413684,1
"104",0,1,1,0,0,1,1,-0.937715492598208,1
"105",0,1,1,0,0,1,0,-0.703886834712926,1
"106",0,1,0,0,0,1,0,-0.411601012356325,2
"107",0,1,0,0,0,1,0,0.114513467885558,3
"108",0,1,0,0,0,1,1,0.5237136191848,3
"109",0,1,0,0,0,1,1,-0.528515341298965,3
"110",0,1,0,0,0,1,0,-0.820801163655567,3
"111",0,1,0,0,0,1,1,-0.879258328126887,2
"112",0,1,0,0,0,1,0,-1.11308698601217,2
"113",0,1,0,0,0,1,1,1.4005710862546,3
"114",0,1,0,0,0,1,0,0.874456606012722,3
"115",0,1,1,0,0,1,0,-0.353143847885005,3
"116",1,0,1,0,0,1,1,-0.586972505770286,2
"117",0,1,0,0,0,1,1,1.63439974413989,3
"118",0,1,1,0,0,1,1,-0.411601012356325,1
"119",0,1,0,0,0,1,0,1.80977123755385,3
"120",0,1,0,0,0,1,0,-0.177772354471044,3
"121",1,0,0,0,0,1,1,2.04359989543913,1
"122",0,1,0,0,0,1,1,0.114513467885558,1
"123",0,1,0,0,0,1,0,-0.528515341298965,3
"124",0,1,0,0,0,1,1,2.33588571779573,3
"125",1,0,0,0,0,1,1,-0.528515341298965,1
"126",0,1,0,0,0,1,1,-0.177772354471044,2
"127",1,0,0,0,0,1,0,-0.00240086105708268,3
"128",0,1,0,0,0,1,0,-1.23000131495481,1
"129",0,1,0,0,0,1,1,-0.762343999184247,1
"130",0,1,0,0,0,1,1,-0.703886834712926,1
"131",0,1,0,0,0,1,0,-0.703886834712926,1
"132",1,0,0,0,0,1,1,1.63439974413989,2
"133",0,1,0,0,0,1,1,-0.879258328126887,2
"134",0,1,0,0,0,1,0,-0.470058176827645,1
"135",1,0,0,0,0,1,0,-0.353143847885005,2
"136",0,1,1,0,0,1,0,-0.879258328126887,2
"137",0,1,1,0,0,1,1,-0.645429670241606,2
"138",1,0,0,0,0,1,1,-0.353143847885005,1
"139",0,1,0,0,0,1,1,0.932913770484042,3
"140",0,1,0,0,0,1,0,1.22519959284064,2
"141",1,0,0,0,0,1,0,-1.17154415048349,1
"142",0,1,0,0,0,1,0,-0.996172657069528,3
"143",0,1,0,0,0,1,1,0.58217078365612,3
"144",0,1,0,0,0,1,1,-0.236229518942364,3
"145",0,1,0,0,0,1,1,-0.879258328126887,3
"146",0,1,0,0,0,1,1,0.172970632356878,2
"147",0,1,0,0,0,1,1,1.63439974413989,3
"148",1,0,0,0,0,1,0,-0.060858025528403,1
"149",0,1,1,0,0,1,0,-0.060858025528403,1
"150",1,0,0,0,0,1,1,2.68662870462365,3
"151",1,0,0,0,0,1,1,-0.470058176827645,3
"152",0,1,0,0,0,1,0,0.932913770484042,3
"153",1,0,0,0,0,1,1,-0.294686683413684,2
"154",0,1,0,0,0,1,0,0.932913770484042,1
"155",0,1,0,0,0,1,1,0.932913770484042,2
"156",0,1,0,0,0,1,0,-0.353143847885005,3
"157",0,1,0,0,0,1,0,0.114513467885558,2
"158",0,1,0,0,0,1,0,-0.236229518942364,2
"159",0,1,0,0,0,1,1,-0.762343999184247,2
"160",0,1,0,0,0,1,1,-1.11308698601217,2
"161",0,1,0,0,0,1,0,0.231427796828199,2
"162",0,1,0,0,0,1,0,-0.411601012356325,1
"163",0,1,0,0,0,1,0,1.80977123755385,1
"164",1,0,1,0,0,1,1,1.22519959284064,3
"165",1,0,0,0,0,1,1,-0.645429670241606,2
"166",0,1,0,0,0,1,0,0.46525645471348,2
"167",0,1,0,0,0,1,1,0.932913770484042,1
"168",0,1,0,0,0,1,1,0.114513467885558,1
"169",0,1,0,0,0,1,0,1.28365675731196,3
"170",0,1,0,0,0,1,0,-0.820801163655567,3
"171",1,0,1,0,0,1,1,-0.528515341298965,1
"172",0,1,1,0,0,1,1,-1.28845847942613,2
"173",0,1,1,0,0,1,1,0.172970632356878,2
"174",1,0,1,0,0,1,1,0.172970632356878,3
"175",0,1,0,0,0,1,0,-0.00240086105708268,3
"176",0,1,1,0,0,1,1,1.57594257966857,2
"177",0,1,0,0,0,1,0,-1.17154415048349,3
"178",0,1,0,0,0,1,1,-1.17154415048349,2
"179",0,1,0,0,0,1,1,-1.23000131495481,3
"180",0,1,0,0,0,1,0,-1.46382997284009,3
"181",0,1,0,0,0,1,0,1.34211392178328,2
"182",0,1,0,0,0,1,1,-1.28845847942613,1
"183",0,1,0,0,0,1,1,-0.645429670241606,1
"184",1,0,0,0,0,1,1,-1.40537280836877,1
"185",0,1,0,0,0,1,0,1.45902825072593,1
"186",0,1,1,0,0,1,1,-0.470058176827645,2
"187",0,1,0,0,0,1,0,-1.11308698601217,3
"188",0,1,1,0,0,1,0,-0.645429670241606,2
"189",0,1,1,0,0,1,0,-0.586972505770286,3
"190",1,0,0,0,0,1,1,0.231427796828199,1
"191",0,1,0,0,0,1,0,0.46525645471348,1
"192",0,1,0,0,0,1,0,-0.294686683413684,1
"193",1,0,0,0,0,1,1,1.28365675731196,3
"194",0,1,0,0,0,1,0,-1.58074430178273,1
"195",1,0,0,0,0,1,1,-0.937715492598208,3
"196",0,1,0,0,0,1,0,1.34211392178328,3
"197",0,1,0,0,0,1,0,-1.46382997284009,3
"198",0,1,0,0,0,1,1,1.80977123755385,1
"199",0,1,0,0,0,1,0,1.51748541519725,1
"200",0,1,0,0,0,1,0,2.04359989543913,2
"201",0,1,0,0,0,1,0,1.57594257966857,1
"202",0,1,0,0,0,1,1,-0.411601012356325,1
"203",0,1,1,0,0,1,0,-1.23000131495481,1
"204",0,1,1,0,0,1,1,-0.060858025528403,3
"205",0,1,1,0,0,1,1,0.46525645471348,1
"206",1,0,0,0,0,1,0,1.4005710862546,1
"207",0,1,1,0,0,1,1,1.98514273096781,1
"208",0,1,0,0,0,1,1,0.0560563034142376,3
"209",0,1,0,0,0,1,0,1.63439974413989,2
"210",0,1,0,0,0,1,0,-0.294686683413684,2
"211",0,1,0,0,0,1,1,1.80977123755385,3
"212",0,1,0,0,0,1,0,-1.58074430178273,1
"213",0,1,0,0,0,1,0,0.114513467885558,1
"214",1,0,0,0,0,1,1,0.0560563034142376,1
"215",1,0,0,0,0,1,1,1.63439974413989,2
"216",1,0,0,0,0,1,1,-0.353143847885005,1
"217",0,1,0,0,0,1,0,0.348342125770839,1
"218",0,1,0,0,0,1,0,-0.528515341298965,1
"219",0,1,0,0,0,1,1,0.991370934955363,3
"220",0,1,0,0,0,1,0,0.699085112598761,3
"221",0,1,0,0,0,1,0,-0.820801163655567,3
"222",0,1,0,0,0,1,1,-0.00240086105708268,3
"223",0,1,0,0,0,1,1,-0.236229518942364,3
"224",0,1,0,0,0,1,1,-0.411601012356325,2
"225",1,0,0,0,0,1,1,-0.820801163655567,2
"226",0,1,1,0,0,1,0,-0.996172657069528,2
"227",0,1,0,0,0,1,0,-0.528515341298965,3
"228",0,1,1,0,0,1,1,-1.05462982154085,1
"229",0,1,0,0,0,1,1,-1.34691564389745,2
"230",0,1,1,0,0,1,0,-0.060858025528403,3
"231",0,1,1,0,0,1,0,-0.762343999184247,3
"232",0,1,0,0,0,1,1,1.86822840202517,3
"233",0,1,0,0,0,1,0,0.348342125770839,1
"234",0,1,0,0,0,1,0,-0.820801163655567,2
"235",1,0,0,0,0,1,0,-0.236229518942364,3
"236",0,1,0,0,0,1,0,0.640627948127441,2
"237",0,1,0,0,0,1,0,-0.294686683413684,2
"238",0,1,0,0,0,1,0,-0.879258328126887,1
"239",0,1,0,0,0,1,1,-0.177772354471044,1
"240",0,1,0,0,0,1,1,-1.11308698601217,1
"241",0,1,0,0,0,1,0,1.22519959284064,2
"242",0,1,0,0,0,1,1,-0.586972505770286,3
"243",1,0,1,0,0,1,1,1.22519959284064,2
"244",0,1,0,0,0,1,0,-0.00240086105708268,1
"245",0,1,0,0,0,1,1,-0.470058176827645,1
"246",0,1,0,0,0,1,1,0.172970632356878,1
"247",0,1,0,0,0,1,1,-0.470058176827645,2
"248",0,1,0,0,0,1,0,1.28365675731196,2
"249",0,1,1,0,0,1,0,-1.05462982154085,2
"250",0,1,0,0,0,1,0,-1.58074430178273,1
"251",0,1,1,0,0,1,1,-1.17154415048349,2
"252",0,1,0,0,0,1,0,0.815999441541402,1
"253",1,0,0,0,0,1,0,0.231427796828199,2
"254",1,0,0,0,0,1,1,1.28365675731196,2
"255",0,1,1,0,0,1,1,-0.586972505770286,1
"256",0,1,0,0,0,1,0,-0.060858025528403,1
"257",0,1,0,0,0,1,0,-1.58074430178273,1
"258",1,0,0,0,0,1,1,1.86822840202517,3
"259",0,1,0,0,0,1,1,1.16674242836932,2
"260",0,1,1,0,0,1,0,-0.411601012356325,2
"261",1,0,1,0,0,1,0,1.92668556649649,1
"262",0,1,0,0,0,1,1,0.874456606012722,2
"263",1,0,1,0,0,1,0,0.5237136191848,1
"264",0,1,0,0,0,1,0,0.289884961299519,3
"265",0,1,0,0,0,1,0,-0.119315189999723,2
"266",0,1,1,0,0,1,1,-1.05462982154085,1
"267",0,1,1,0,0,1,1,-0.703886834712926,3
"268",0,1,0,0,0,1,1,1.98514273096781,3
"269",0,1,0,0,0,1,0,-0.703886834712926,3
"270",0,1,1,0,0,1,0,1.45902825072593,3
"271",0,1,0,0,0,1,1,-1.11308698601217,3
"272",1,0,1,0,0,1,0,-0.528515341298965,1
"273",0,1,0,0,0,1,1,1.4005710862546,3
"274",0,1,0,0,0,1,0,1.92668556649649,3
"275",1,0,0,0,0,1,1,1.86822840202517,3
"276",0,1,0,0,0,1,1,2.33588571779573,3
"277",0,1,0,0,0,1,0,-1.40537280836877,3
"278",0,1,0,0,0,1,1,-0.470058176827645,2
"279",0,1,0,0,0,1,0,0.815999441541402,2
"280",0,1,0,0,0,1,1,1.75131407308253,3
"281",0,1,0,0,0,1,1,0.0560563034142376,2
"282",0,1,0,0,0,1,0,-0.353143847885005,1
"283",0,1,0,0,0,1,0,1.69285690861121,2
"284",0,1,0,0,0,1,1,-0.353143847885005,1
"285",0,1,1,0,0,1,1,0.757542277070081,1
"286",0,1,0,0,0,1,0,-0.294686683413684,3
"287",0,1,0,0,0,1,0,-1.11308698601217,2
"288",0,1,0,0,0,1,0,-0.996172657069528,1
"289",0,1,1,0,0,1,0,-0.00240086105708268,1
"290",0,1,1,0,0,1,0,-0.645429670241606,1
"291",0,1,0,0,0,1,0,1.04982809942668,3
"292",0,1,0,0,0,1,1,1.86822840202517,2
"293",0,1,0,0,0,1,1,1.45902825072593,3
"294",0,1,0,0,0,1,0,-1.23000131495481,1
"295",0,1,0,0,0,1,1,0.815999441541402,1
"296",0,1,1,0,0,1,0,-0.820801163655567,2
"297",0,1,0,0,0,1,0,0.172970632356878,3
"298",0,1,0,0,0,1,1,0.699085112598761,3
"299",1,0,0,0,0,1,1,0.231427796828199,3
"300",1,0,0,0,0,1,1,0.58217078365612,1
"301",0,1,0,0,0,1,0,-0.470058176827645,1
"302",1,0,0,0,0,1,1,0.874456606012722,3
"303",0,1,0,0,0,1,1,0.289884961299519,3
"304",0,1,0,0,0,1,0,-0.294686683413684,2
"305",0,1,0,0,0,1,0,1.69285690861121,2
"306",0,1,0,0,0,1,1,-1.34691564389745,1
"307",1,0,0,0,0,1,0,-0.586972505770286,1
"308",0,1,0,0,0,1,0,0.406799290242159,1
"309",0,1,0,0,0,1,0,0.58217078365612,1
"310",0,1,0,0,0,1,1,0.0560563034142376,1
"311",1,0,0,0,0,1,1,1.63439974413989,3
"312",0,1,0,0,0,1,1,1.92668556649649,3
"313",1,0,0,0,0,1,1,0.58217078365612,2
"314",0,1,0,0,0,1,1,-0.703886834712926,3
"315",0,1,0,0,0,1,1,0.757542277070081,3
"316",0,1,0,0,0,1,0,1.45902825072593,1
"317",0,1,0,0,0,1,0,1.28365675731196,2
"318",1,0,0,0,0,1,1,0.46525645471348,1
"319",0,1,0,0,0,1,1,-0.470058176827645,1
"320",0,1,1,0,0,1,1,-0.236229518942364,2
"321",0,1,0,0,0,1,0,-0.937715492598208,2
"322",0,1,1,0,0,1,0,-0.470058176827645,1
"323",0,1,0,0,0,1,0,0.5237136191848,2
"324",1,0,0,0,0,1,0,-0.353143847885005,1
"325",0,1,1,0,0,1,1,0.5237136191848,3
"326",0,1,0,0,0,1,0,-1.34691564389745,1
"327",0,1,0,0,0,1,0,0.289884961299519,1
"328",1,0,0,0,0,1,1,0.640627948127441,2
"329",0,1,1,0,0,1,1,0.172970632356878,3
"330",0,1,0,0,0,1,0,1.45902825072593,1
"331",0,1,1,0,0,1,1,-0.879258328126887,3
"332",0,1,1,0,0,1,1,0.406799290242159,2
"333",0,1,0,0,0,1,0,1.04982809942668,1
"334",1,0,0,0,0,1,1,1.63439974413989,1
"335",1,0,0,0,0,1,1,-0.762343999184247,1
"336",0,1,0,0,0,1,0,-0.586972505770286,1
"337",1,0,0,0,0,1,1,-0.762343999184247,3
"338",0,1,1,0,0,1,0,-1.23000131495481,3
"339",0,1,0,0,0,1,1,0.172970632356878,1
"340",1,0,0,0,0,1,0,0.348342125770839,3
"341",1,0,0,0,0,1,1,-0.820801163655567,3
"342",0,1,0,0,0,1,0,-1.28845847942613,1
"343",0,1,0,0,0,1,1,-0.00240086105708268,3
"344",0,1,0,0,0,1,0,0.0560563034142376,2
"345",0,1,0,0,0,1,1,0.5237136191848,1
"346",0,1,1,0,0,1,0,-0.236229518942364,1
"347",1,0,0,0,0,1,1,1.22519959284064,3
"348",0,1,0,0,0,1,1,0.932913770484042,3
"349",1,0,0,0,0,1,0,-1.28845847942613,3
"350",1,0,1,0,0,1,1,-0.294686683413684,2
"351",0,1,1,0,0,1,0,-0.645429670241606,1
"352",0,1,1,0,0,1,0,-0.703886834712926,2
"353",0,1,1,0,0,1,1,-0.996172657069528,3
"354",0,1,1,0,0,1,1,-0.762343999184247,1
"355",0,1,0,0,0,1,0,0.932913770484042,1
"356",0,1,0,0,0,1,0,-0.996172657069528,3
"357",1,0,0,0,0,1,1,-1.28845847942613,3
"358",0,1,0,0,0,1,0,-0.879258328126887,2
"359",1,0,0,0,0,1,1,-0.703886834712926,3
"360",0,1,0,0,0,1,1,-0.586972505770286,2
"361",0,1,0,0,0,1,0,-1.23000131495481,2
"362",0,1,0,0,0,1,0,-0.937715492598208,3
"363",0,1,1,0,0,1,1,-0.236229518942364,3
"364",1,0,0,0,0,1,1,1.80977123755385,3
"365",1,0,0,0,0,1,1,-1.46382997284009,3
"366",0,1,1,0,0,1,0,-1.23000131495481,3
"367",0,1,0,0,0,1,0,2.51125721120969,3
"368",0,1,0,0,0,1,0,1.22519959284064,3
"369",1,0,1,0,0,1,1,-1.11308698601217,3
"370",0,1,1,0,0,1,1,-0.937715492598208,1
"371",0,1,1,0,0,1,0,-0.820801163655567,1
"372",1,0,1,0,0,1,1,-0.645429670241606,2
"373",0,1,0,0,0,1,1,0.874456606012722,3
"374",0,1,0,0,0,1,0,0.5237136191848,3
"375",0,1,0,0,0,1,1,-1.46382997284009,2
"376",0,1,0,0,0,1,1,0.348342125770839,1
"377",1,0,0,0,0,1,1,-0.177772354471044,1
"378",1,0,1,0,0,1,1,-0.820801163655567,3
"379",0,1,0,0,0,1,0,0.991370934955363,1
"380",0,1,0,0,0,1,0,0.406799290242159,2
"381",0,1,0,0,0,1,1,1.34211392178328,1
"382",0,1,1,0,0,1,1,-0.762343999184247,2
"383",0,1,1,0,0,1,1,-0.937715492598208,2
"384",0,1,1,0,0,1,0,-0.820801163655567,3
"385",0,1,0,0,0,1,0,-0.762343999184247,2
"386",1,0,1,0,0,1,1,-0.00240086105708268,1
"387",1,0,1,0,0,1,0,0.699085112598761,1
"388",0,1,0,0,0,1,0,0.348342125770839,2
"389",0,1,0,0,0,1,0,2.39434288226705,2
"390",0,1,0,0,0,1,0,-0.470058176827645,2
"391",0,1,0,0,0,1,1,-1.11308698601217,2
"392",1,0,0,0,0,1,1,-1.34691564389745,1
"393",0,1,0,0,0,1,0,-0.586972505770286,1
"394",1,0,0,0,0,1,1,0.46525645471348,1
"395",0,1,0,0,0,1,0,-0.703886834712926,1
"396",0,1,1,0,0,1,0,0.46525645471348,3
"397",1,0,0,0,0,1,1,-0.119315189999723,3
"398",0,1,0,0,0,1,1,-1.05462982154085,1
"399",1,0,0,0,0,1,1,-1.40537280836877,1
"400",0,1,0,0,0,1,0,-0.996172657069528,3
"401",1,0,1,0,0,1,1,-1.17154415048349,1
"402",0,1,1,0,0,1,1,1.16674242836932,2
"403",0,1,1,0,0,1,1,-0.00240086105708268,2
"404",0,1,0,0,0,1,0,1.16674242836932,3
"405",0,1,0,0,0,1,1,-0.645429670241606,3
"406",0,1,0,0,0,1,0,1.16674242836932,2
"407",0,1,0,0,0,1,1,-1.28845847942613,1
"408",0,1,1,0,0,1,1,0.172970632356878,2
"409",0,1,0,0,0,1,0,-0.586972505770286,3
"410",0,1,1,0,0,1,1,1.22519959284064,3
"411",0,1,0,0,0,1,0,-0.879258328126887,1
"412",1,0,0,0,0,1,1,-0.177772354471044,1
"413",0,1,1,0,0,1,0,1.22519959284064,3
"414",1,0,0,0,0,1,0,-1.05462982154085,2
"415",0,1,0,0,0,1,1,-0.353143847885005,1
"416",1,0,1,0,0,1,0,-0.470058176827645,2
"417",0,1,1,0,0,1,1,2.16051422438177,1
"418",0,1,1,0,0,1,1,-0.294686683413684,1
"419",0,1,1,0,0,1,0,-0.586972505770286,1
"420",0,1,1,0,0,1,1,-0.00240086105708268,1
"421",0,1,0,0,0,1,1,0.58217078365612,1
"422",0,1,0,0,0,1,0,-0.236229518942364,2
"423",0,1,0,0,0,1,0,1.108285263898,1
"424",0,1,0,0,0,1,0,0.289884961299519,1
"425",0,1,1,0,0,1,1,-0.879258328126887,2
"426",0,1,0,0,0,1,1,1.108285263898,3
"427",0,1,1,0,0,1,1,0.991370934955363,3
"428",0,1,1,0,0,1,1,1.45902825072593,2
"429",0,1,0,0,0,1,0,1.45902825072593,2
"430",0,1,0,0,0,1,0,0.114513467885558,1
"431",1,0,0,0,0,1,0,-0.703886834712926,1
"432",0,1,0,0,0,1,1,-0.586972505770286,1
"433",0,1,1,0,0,1,1,-0.470058176827645,3
"434",0,1,0,0,0,1,1,1.98514273096781,2
"435",0,1,0,0,0,1,0,1.28365675731196,2
"436",0,1,0,0,0,1,0,-1.17154415048349,3
"437",0,1,0,0,0,1,1,1.16674242836932,2
"438",0,1,0,0,0,1,0,-0.060858025528403,3
"439",1,0,0,0,0,1,1,-1.23000131495481,1
"440",0,1,0,0,0,1,0,1.63439974413989,1
"441",0,1,0,0,0,1,0,0.5237136191848,1
"442",0,1,0,0,0,1,1,-1.34691564389745,1
"443",0,1,0,0,0,1,1,-0.353143847885005,1
"444",0,1,0,0,0,1,0,-0.820801163655567,1
"445",0,1,1,0,0,1,1,-0.586972505770286,3
"446",0,1,0,0,0,1,0,1.86822840202517,3
"447",1,0,0,0,0,1,0,-1.40537280836877,1
"448",1,0,0,0,0,1,1,-0.820801163655567,3
"449",1,0,0,0,0,1,1,-0.119315189999723,1
"450",0,1,0,0,0,1,0,0.991370934955363,2
"451",1,0,0,0,0,1,1,1.75131407308253,2
"452",0,1,1,0,0,1,1,-1.23000131495481,2
"453",0,1,0,0,0,1,1,0.114513467885558,1
"454",0,1,0,0,0,1,0,1.80977123755385,2
"455",1,0,0,0,0,1,1,-0.937715492598208,3
"456",0,1,0,0,0,1,0,1.34211392178328,2
"457",1,0,0,0,0,1,1,-0.294686683413684,1
"458",0,1,0,0,0,1,0,0.874456606012722,3
"459",1,0,1,0,0,1,0,0.5237136191848,1
"460",0,1,0,0,0,1,1,-0.177772354471044,1
"461",1,0,0,0,0,1,0,-0.762343999184247,1
"462",1,0,0,0,0,1,1,0.231427796828199,1
"463",0,1,0,0,0,1,1,0.406799290242159,3
"464",1,0,0,0,0,1,1,-0.177772354471044,1
"465",0,1,0,0,0,1,1,-0.00240086105708268,3
"466",0,1,0,0,0,1,0,-0.879258328126887,3
"467",1,0,0,0,0,1,0,-0.236229518942364,1
"468",0,1,0,0,0,1,0,1.69285690861121,3
"469",0,1,1,0,0,1,1,0.231427796828199,1
"470",0,1,0,0,0,1,1,1.98514273096781,3
"471",1,0,0,0,0,1,0,-0.645429670241606,1
"472",1,0,0,0,0,1,0,-0.00240086105708268,3
"473",0,1,1,0,0,1,0,0.699085112598761,3
"474",1,0,0,0,0,1,1,-1.40537280836877,2
"475",0,1,0,0,0,1,0,2.16051422438177,3
"476",0,1,0,0,0,1,1,1.57594257966857,3
"477",0,1,0,0,0,1,0,1.45902825072593,1
"478",0,1,1,0,0,1,1,-1.17154415048349,2
"479",0,1,0,0,0,1,0,1.69285690861121,1
"480",1,0,1,0,0,1,0,-0.820801163655567,1
"481",1,0,0,0,0,1,1,-0.294686683413684,1
"482",0,1,1,0,0,1,1,0.348342125770839,1
"483",0,1,1,0,0,1,1,-0.879258328126887,2
"484",0,1,1,0,0,1,0,-0.177772354471044,1
"485",0,1,1,0,0,1,1,0.640627948127441,3
"486",0,1,0,0,0,1,1,0.699085112598761,2
"487",0,1,0,0,0,1,1,0.46525645471348,2
"488",0,1,0,0,0,1,0,0.348342125770839,1
"489",0,1,0,0,0,1,1,0.406799290242159,3
"490",0,1,1,0,0,1,1,0.932913770484042,3
"491",0,1,0,0,0,1,1,-0.411601012356325,1
"492",0,1,1,0,0,1,1,1.22519959284064,2
"493",0,1,0,0,0,1,0,0.874456606012722,3
"494",1,0,0,0,0,1,0,-1.40537280836877,2
"495",0,1,0,0,0,1,1,0.0560563034142376,3
"496",0,1,0,0,0,1,1,-0.528515341298965,2
"497",0,1,0,0,0,1,0,-0.937715492598208,3
"498",0,1,0,0,0,1,0,-0.411601012356325,1
"499",0,1,0,0,0,1,1,-0.762343999184247,3
"500",0,1,0,0,0,1,1,1.16674242836932,3
"501",0,1,0,0,0,1,0,-0.411601012356325,2
"502",0,1,0,0,0,1,1,1.22519959284064,3
"503",0,1,0,0,0,1,1,-0.879258328126887,3
"504",0,1,1,0,0,1,0,-0.411601012356325,2
